NOM_TIPO;NOM_DPTO;NOM_MUSEO;ADU_BOLESPPAGANTES;EST_BOLESPPAGANTES;NIN_BOLESPPAGANTES;MIL_BOLESPPAGANTES;ADM_BOLESPPAGANTES;TOTAL_PAGANTES
Nacionales;Lambayeque;Sitio Arqueologico Cerro Ventarron;0;0;0;0;0;577
Extranjeros;Lambayeque;Sitio Arqueologico Cerro Ventarron;0;0;0;0;0;60
Nacionales Y Extranjeros;Lambayeque;Sitio Arqueologico Cerro Ventarron;0;0;0;0;0;637
Nacionales;Lambayeque;Sitio Arqueologico Cerro Ventarron;0;0;0;0;0;593
Extranjeros;Lambayeque;Sitio Arqueologico Cerro Ventarron;0;0;0;0;0;20
Nacionales Y Extranjeros;Lambayeque;Sitio Arqueologico Cerro Ventarron;0;0;0;0;0;613
Nacionales;Lambayeque;Sitio Arqueologico Cerro Ventarron;0;0;0;0;0;111
Extranjeros;Lambayeque;Sitio Arqueologico Cerro Ventarron;0;0;0;0;0;64
Nacionales Y Extranjeros;Lambayeque;Sitio Arqueologico Cerro Ventarron;0;0;0;0;0;175
Nacionales;Lambayeque;Sitio Arqueologico Cerro Ventarron;0;0;0;0;0;438
Extranjeros;Lambayeque;Sitio Arqueologico Cerro Ventarron;0;0;0;0;0;88
Nacionales Y Extranjeros;Lambayeque;Sitio Arqueologico Cerro Ventarron;0;0;0;0;0;526
Nacionales;Lambayeque;Sitio Arqueologico Cerro Ventarron;0;0;0;0;0;342
Extranjeros;Lambayeque;Sitio Arqueologico Cerro Ventarron;0;0;0;0;0;10
Nacionales Y Extranjeros;Lambayeque;Sitio Arqueologico Cerro Ventarron;0;0;0;0;0;352
Nacionales;Lambayeque;Sitio Arqueologico Cerro Ventarron;0;0;0;0;0;310
Extranjeros;Lambayeque;Sitio Arqueologico Cerro Ventarron;0;0;0;0;0;58
Nacionales Y Extranjeros;Lambayeque;Sitio Arqueologico Cerro Ventarron;0;0;0;0;0;368
Nacionales;Lambayeque;Sitio Arqueologico Cerro Ventarron;0;0;0;0;0;66
Extranjeros;Lambayeque;Sitio Arqueologico Cerro Ventarron;0;0;0;0;0;39
Nacionales Y Extranjeros;Lambayeque;Sitio Arqueologico Cerro Ventarron;0;0;0;0;0;105
Nacionales;Lima;Sitio Arqueologico Caral;0;0;0;0;0;3,405
Extranjeros;Lima;Sitio Arqueologico Caral;0;0;0;0;0;238
Nacionales Y Extranjeros;Lima;Sitio Arqueologico Caral;0;0;0;0;0;3,643
Nacionales;Lima;Sitio Arqueologico Caral;0;0;0;0;0;2,416
Extranjeros;Lima;Sitio Arqueologico Caral;0;0;0;0;0;146
Nacionales Y Extranjeros;Lima;Sitio Arqueologico Caral;0;0;0;0;0;2,562
Nacionales;Lima;Sitio Arqueologico Caral;0;0;0;0;0;4,665
Extranjeros;Lima;Sitio Arqueologico Caral;0;0;0;0;0;353
Nacionales Y Extranjeros;Lima;Sitio Arqueologico Caral;0;0;0;0;0;5,018
Nacionales;Lima;Sitio Arqueologico Caral;0;0;0;0;0;2,098
Extranjeros;Lima;Sitio Arqueologico Caral;0;0;0;0;0;171
Nacionales Y Extranjeros;Lima;Sitio Arqueologico Caral;0;0;0;0;0;2,269
Nacionales;Lima;Sitio Arqueologico Caral;0;0;0;0;0;3,696
Extranjeros;Lima;Sitio Arqueologico Caral;0;0;0;0;0;283
Nacionales Y Extranjeros;Lima;Sitio Arqueologico Caral;0;0;0;0;0;3,979
Nacionales;Lima;Sitio Arqueologico Caral;0;0;0;0;0;5,450
Extranjeros;Lima;Sitio Arqueologico Caral;0;0;0;0;0;165
Nacionales Y Extranjeros;Lima;Sitio Arqueologico Caral;0;0;0;0;0;5,615
Nacionales;Lima;Sitio Arqueologico Caral;0;0;0;0;0;10,585
Extranjeros;Lima;Sitio Arqueologico Caral;0;0;0;0;0;290
Nacionales Y Extranjeros;Lima;Sitio Arqueologico Caral;0;0;0;0;0;10,875
Nacionales;Lima;Sitio Arqueologico Caral;0;0;0;0;0;5,939
Extranjeros;Lima;Sitio Arqueologico Caral;0;0;0;0;0;167
Nacionales Y Extranjeros;Lima;Sitio Arqueologico Caral;0;0;0;0;0;6,106
Nacionales;Lima;Sitio Arqueologico Caral;0;0;0;0;0;4,509
Extranjeros;Lima;Sitio Arqueologico Caral;0;0;0;0;0;155
Nacionales Y Extranjeros;Lima;Sitio Arqueologico Caral;0;0;0;0;0;4,664
Nacionales;Lima;Sitio Arqueologico Caral;0;0;0;0;0;4,994
Extranjeros;Lima;Sitio Arqueologico Caral;0;0;0;0;0;97
Nacionales Y Extranjeros;Lima;Sitio Arqueologico Caral;0;0;0;0;0;5,091
Nacionales;Lima;Sitio Arqueologico Caral;0;0;0;0;0;6,017
Extranjeros;Lima;Sitio Arqueologico Caral;0;0;0;0;0;299
Nacionales Y Extranjeros;Lima;Sitio Arqueologico Caral;0;0;0;0;0;6,316
Nacionales;Lima;Sitio Arqueologico Caral;0;0;0;0;0;1,909
Extranjeros;Lima;Sitio Arqueologico Caral;0;0;0;0;0;347
Nacionales Y Extranjeros;Lima;Sitio Arqueologico Caral;0;0;0;0;0;2,256
Nacionales;Lima;Zona Arqueologica de Huaycan de Cieneguilla;0;0;0;0;0;0
Extranjeros;Lima;Zona Arqueologica de Huaycan de Cieneguilla;0;0;0;0;0;0
Nacionales Y Extranjeros;Lima;Zona Arqueologica de Huaycan de Cieneguilla;0;0;0;0;0;0
Nacionales;Lima;Zona Arqueologica de Huaycan de Cieneguilla;0;0;0;0;0;0
Extranjeros;Lima;Zona Arqueologica de Huaycan de Cieneguilla;0;0;0;0;0;0
Nacionales Y Extranjeros;Lima;Zona Arqueologica de Huaycan de Cieneguilla;0;0;0;0;0;0
Nacionales;Lima;Zona Arqueologica de Huaycan de Cieneguilla;0;0;0;0;0;0
Extranjeros;Lima;Zona Arqueologica de Huaycan de Cieneguilla;0;0;0;0;0;0
Nacionales Y Extranjeros;Lima;Zona Arqueologica de Huaycan de Cieneguilla;0;0;0;0;0;0
Nacionales;Lima;Zona Arqueologica de Huaycan de Cieneguilla;0;0;0;0;0;0
Extranjeros;Lima;Zona Arqueologica de Huaycan de Cieneguilla;0;0;0;0;0;0
Nacionales Y Extranjeros;Lima;Zona Arqueologica de Huaycan de Cieneguilla;0;0;0;0;0;0
Nacionales;Lima;Zona Arqueologica de Huaycan de Cieneguilla;0;0;0;0;0;0
Extranjeros;Lima;Zona Arqueologica de Huaycan de Cieneguilla;0;0;0;0;0;0
Nacionales Y Extranjeros;Lima;Zona Arqueologica de Huaycan de Cieneguilla;0;0;0;0;0;0
Nacionales;Lima;Zona Arqueologica de Huaycan de Cieneguilla;0;0;0;0;0;0
Extranjeros;Lima;Zona Arqueologica de Huaycan de Cieneguilla;0;0;0;0;0;0
Nacionales Y Extranjeros;Lima;Zona Arqueologica de Huaycan de Cieneguilla;0;0;0;0;0;0
Nacionales;Lima;Zona Arqueologica de Huaycan de Cieneguilla;0;0;0;0;0;0
Extranjeros;Lima;Zona Arqueologica de Huaycan de Cieneguilla;0;0;0;0;0;0
Nacionales Y Extranjeros;Lima;Zona Arqueologica de Huaycan de Cieneguilla;0;0;0;0;0;0
Nacionales;Lima;Zona Arqueologica de Huaycan de Cieneguilla;0;0;0;0;0;0
Extranjeros;Lima;Zona Arqueologica de Huaycan de Cieneguilla;0;0;0;0;0;0
Nacionales Y Extranjeros;Lima;Zona Arqueologica de Huaycan de Cieneguilla;0;0;0;0;0;0
Nacionales;Lima;Zona Arqueologica de Huaycan de Cieneguilla;0;0;0;0;0;0
Extranjeros;Lima;Zona Arqueologica de Huaycan de Cieneguilla;0;0;0;0;0;0
Nacionales Y Extranjeros;Lima;Zona Arqueologica de Huaycan de Cieneguilla;0;0;0;0;0;0
Nacionales;Lima;Zona Arqueologica de Huaycan de Cieneguilla;0;0;0;0;0;0
Extranjeros;Lima;Zona Arqueologica de Huaycan de Cieneguilla;0;0;0;0;0;0
Nacionales Y Extranjeros;Lima;Zona Arqueologica de Huaycan de Cieneguilla;0;0;0;0;0;0
Nacionales;Lima;Zona Arqueologica de Huaycan de Cieneguilla;0;0;0;0;0;0
Extranjeros;Lima;Zona Arqueologica de Huaycan de Cieneguilla;0;0;0;0;0;0
Nacionales Y Extranjeros;Lima;Zona Arqueologica de Huaycan de Cieneguilla;0;0;0;0;0;0
Nacionales;Lima;Zona Arqueologica de Huaycan de Cieneguilla;0;0;0;0;0;0
Extranjeros;Lima;Zona Arqueologica de Huaycan de Cieneguilla;0;0;0;0;0;0
Nacionales Y Extranjeros;Lima;Zona Arqueologica de Huaycan de Cieneguilla;0;0;0;0;0;0
Nacionales;Lima;Complejo Arqueologico Mateo Salado;0;0;0;0;0;139
Extranjeros;Lima;Complejo Arqueologico Mateo Salado;0;0;0;0;0;21
Nacionales Y Extranjeros;Lima;Complejo Arqueologico Mateo Salado;0;0;0;0;0;160
Nacionales;Lima;Complejo Arqueologico Mateo Salado;0;0;0;0;0;102
Extranjeros;Lima;Complejo Arqueologico Mateo Salado;0;0;0;0;0;17
Nacionales Y Extranjeros;Lima;Complejo Arqueologico Mateo Salado;0;0;0;0;0;119
Nacionales;Lima;Complejo Arqueologico Mateo Salado;0;0;0;0;0;234
Extranjeros;Lima;Complejo Arqueologico Mateo Salado;0;0;0;0;0;7
Nacionales Y Extranjeros;Lima;Complejo Arqueologico Mateo Salado;0;0;0;0;0;241
Nacionales;Lima;Complejo Arqueologico Mateo Salado;0;0;0;0;0;880
Extranjeros;Lima;Complejo Arqueologico Mateo Salado;0;0;0;0;0;23
Nacionales Y Extranjeros;Lima;Complejo Arqueologico Mateo Salado;0;0;0;0;0;903
Nacionales;Lima;Complejo Arqueologico Mateo Salado;0;0;0;0;0;624
Extranjeros;Lima;Complejo Arqueologico Mateo Salado;0;0;0;0;0;24
Nacionales Y Extranjeros;Lima;Complejo Arqueologico Mateo Salado;0;0;0;0;0;648
Nacionales;Lima;Complejo Arqueologico Mateo Salado;0;0;0;0;3;1,669
Extranjeros;Lima;Complejo Arqueologico Mateo Salado;0;0;0;0;0;34
Nacionales Y Extranjeros;Lima;Complejo Arqueologico Mateo Salado;0;0;0;0;3;1,703
Nacionales;Lima;Complejo Arqueologico Mateo Salado;0;0;0;0;0;827
Extranjeros;Lima;Complejo Arqueologico Mateo Salado;0;0;0;0;0;5
Nacionales Y Extranjeros;Lima;Complejo Arqueologico Mateo Salado;0;0;0;0;0;832
Nacionales;Lima;Complejo Arqueologico Mateo Salado;0;0;0;0;0;833
Extranjeros;Lima;Complejo Arqueologico Mateo Salado;0;0;0;0;0;0
Nacionales Y Extranjeros;Lima;Complejo Arqueologico Mateo Salado;0;0;0;0;0;833
Nacionales;Lima;Complejo Arqueologico Mateo Salado;0;0;0;0;0;1,414
Extranjeros;Lima;Complejo Arqueologico Mateo Salado;0;0;0;0;0;0
Nacionales Y Extranjeros;Lima;Complejo Arqueologico Mateo Salado;0;0;0;0;0;1,414
Nacionales;Lima;Complejo Arqueologico Mateo Salado;0;0;0;0;0;599
Extranjeros;Lima;Complejo Arqueologico Mateo Salado;0;0;0;0;0;5
Nacionales Y Extranjeros;Lima;Complejo Arqueologico Mateo Salado;0;0;0;0;0;604
Nacionales;Lima;Complejo Arqueologico Mateo Salado;0;0;0;0;0;473
Extranjeros;Lima;Complejo Arqueologico Mateo Salado;0;0;0;0;0;0
Nacionales Y Extranjeros;Lima;Complejo Arqueologico Mateo Salado;0;0;0;0;0;473
Nacionales;Lima;Complejo Arqueologico Mateo Salado;0;0;0;0;0;151
Extranjeros;Lima;Complejo Arqueologico Mateo Salado;0;0;0;0;0;2
Nacionales Y Extranjeros;Lima;Complejo Arqueologico Mateo Salado;0;0;0;0;0;153
Nacionales;Moquegua;Sitio Arqueologico de Cerro Baul;0;0;0;0;0;10
Extranjeros;Moquegua;Sitio Arqueologico de Cerro Baul;0;0;0;0;0;0
Nacionales Y Extranjeros;Moquegua;Sitio Arqueologico de Cerro Baul;0;0;0;0;0;10
Nacionales;Moquegua;Sitio Arqueologico de Cerro Baul;0;0;0;0;0;16
Extranjeros;Moquegua;Sitio Arqueologico de Cerro Baul;0;0;0;0;0;0
Nacionales Y Extranjeros;Moquegua;Sitio Arqueologico de Cerro Baul;0;0;0;0;0;16
Nacionales;Moquegua;Sitio Arqueologico de Cerro Baul;0;0;0;0;0;1,741
Extranjeros;Moquegua;Sitio Arqueologico de Cerro Baul;0;0;0;0;0;2
Nacionales Y Extranjeros;Moquegua;Sitio Arqueologico de Cerro Baul;0;0;0;0;0;1,743
Nacionales;Moquegua;Sitio Arqueologico de Cerro Baul;0;0;0;0;0;4
Extranjeros;Moquegua;Sitio Arqueologico de Cerro Baul;0;0;0;0;0;0
Nacionales Y Extranjeros;Moquegua;Sitio Arqueologico de Cerro Baul;0;0;0;0;0;4
Nacionales;Moquegua;Sitio Arqueologico de Cerro Baul;0;0;0;0;0;5
Extranjeros;Moquegua;Sitio Arqueologico de Cerro Baul;0;0;0;0;0;0
Nacionales Y Extranjeros;Moquegua;Sitio Arqueologico de Cerro Baul;0;0;0;0;0;5
Nacionales;Moquegua;Sitio Arqueologico de Cerro Baul;0;0;0;0;0;14
Extranjeros;Moquegua;Sitio Arqueologico de Cerro Baul;0;0;0;0;0;8
Nacionales Y Extranjeros;Moquegua;Sitio Arqueologico de Cerro Baul;0;0;0;0;0;22
Nacionales;Moquegua;Sitio Arqueologico de Cerro Baul;0;0;0;0;0;34
Extranjeros;Moquegua;Sitio Arqueologico de Cerro Baul;0;0;0;0;0;8
Nacionales Y Extranjeros;Moquegua;Sitio Arqueologico de Cerro Baul;0;0;0;0;0;42
Nacionales;Moquegua;Sitio Arqueologico de Cerro Baul;0;0;0;0;0;25
Extranjeros;Moquegua;Sitio Arqueologico de Cerro Baul;0;0;0;0;0;3
Nacionales Y Extranjeros;Moquegua;Sitio Arqueologico de Cerro Baul;0;0;0;0;0;28
Nacionales;Moquegua;Sitio Arqueologico de Cerro Baul;0;0;0;0;0;17
Extranjeros;Moquegua;Sitio Arqueologico de Cerro Baul;0;0;0;0;0;0
Nacionales Y Extranjeros;Moquegua;Sitio Arqueologico de Cerro Baul;0;0;0;0;0;17
Nacionales;Moquegua;Sitio Arqueologico de Cerro Baul;0;0;0;0;0;23
Extranjeros;Moquegua;Sitio Arqueologico de Cerro Baul;0;0;0;0;0;2
Nacionales Y Extranjeros;Moquegua;Sitio Arqueologico de Cerro Baul;0;0;0;0;0;25
Nacionales;Moquegua;Sitio Arqueologico de Cerro Baul;0;0;0;0;0;0
Extranjeros;Moquegua;Sitio Arqueologico de Cerro Baul;0;0;0;0;0;0
Nacionales Y Extranjeros;Moquegua;Sitio Arqueologico de Cerro Baul;0;0;0;0;0;0
Nacionales;Moquegua;Sitio Arqueologico de Cerro Baul;0;0;0;0;0;6
Extranjeros;Moquegua;Sitio Arqueologico de Cerro Baul;0;0;0;0;0;0
Nacionales Y Extranjeros;Moquegua;Sitio Arqueologico de Cerro Baul;0;0;0;0;0;6
Nacionales;Puno;Monumento Arqueologico de Cutimbo;0;0;0;0;0;83
Extranjeros;Puno;Monumento Arqueologico de Cutimbo;0;0;0;0;0;23
Nacionales Y Extranjeros;Puno;Monumento Arqueologico de Cutimbo;0;0;0;0;0;106
Nacionales;Puno;Monumento Arqueologico de Cutimbo;0;0;0;0;0;63
Extranjeros;Puno;Monumento Arqueologico de Cutimbo;0;0;0;0;0;21
Nacionales Y Extranjeros;Puno;Monumento Arqueologico de Cutimbo;0;0;0;0;0;84
Nacionales;Puno;Monumento Arqueologico de Cutimbo;0;0;0;0;0;53
Extranjeros;Puno;Monumento Arqueologico de Cutimbo;0;0;0;0;0;18
Nacionales Y Extranjeros;Puno;Monumento Arqueologico de Cutimbo;0;0;0;0;0;71
Nacionales;Puno;Monumento Arqueologico de Cutimbo;0;0;0;0;0;48
Extranjeros;Puno;Monumento Arqueologico de Cutimbo;0;0;0;0;0;33
Nacionales Y Extranjeros;Puno;Monumento Arqueologico de Cutimbo;0;0;0;0;0;81
Nacionales;Puno;Monumento Arqueologico de Cutimbo;0;0;0;0;0;36
Extranjeros;Puno;Monumento Arqueologico de Cutimbo;0;0;0;0;0;20
Nacionales Y Extranjeros;Puno;Monumento Arqueologico de Cutimbo;0;0;0;0;0;56
Nacionales;Puno;Monumento Arqueologico de Cutimbo;0;0;0;0;0;66
Extranjeros;Puno;Monumento Arqueologico de Cutimbo;0;0;0;0;0;6
Nacionales Y Extranjeros;Puno;Monumento Arqueologico de Cutimbo;0;0;0;0;0;72
Nacionales;Puno;Monumento Arqueologico de Cutimbo;0;0;0;0;0;76
Extranjeros;Puno;Monumento Arqueologico de Cutimbo;0;0;0;0;0;27
Nacionales Y Extranjeros;Puno;Monumento Arqueologico de Cutimbo;0;0;0;0;0;103
Nacionales;Puno;Monumento Arqueologico de Cutimbo;0;0;0;0;0;176
Extranjeros;Puno;Monumento Arqueologico de Cutimbo;0;0;0;0;0;60
Nacionales Y Extranjeros;Puno;Monumento Arqueologico de Cutimbo;0;0;0;0;0;236
Nacionales;Puno;Monumento Arqueologico de Cutimbo;0;0;0;0;0;179
Extranjeros;Puno;Monumento Arqueologico de Cutimbo;0;0;0;0;0;15
Nacionales Y Extranjeros;Puno;Monumento Arqueologico de Cutimbo;0;0;0;0;0;194
Nacionales;Puno;Monumento Arqueologico de Cutimbo;0;0;0;0;0;75
Extranjeros;Puno;Monumento Arqueologico de Cutimbo;0;0;0;0;0;38
Nacionales Y Extranjeros;Puno;Monumento Arqueologico de Cutimbo;0;0;0;0;0;113
Nacionales;Puno;Monumento Arqueologico de Cutimbo;0;0;0;0;0;112
Extranjeros;Puno;Monumento Arqueologico de Cutimbo;0;0;0;0;0;13
Nacionales Y Extranjeros;Puno;Monumento Arqueologico de Cutimbo;0;0;0;0;0;125
Nacionales;Puno;Monumento Arqueologico de Cutimbo;0;0;0;0;0;46
Extranjeros;Puno;Monumento Arqueologico de Cutimbo;0;0;0;0;0;16
Nacionales Y Extranjeros;Puno;Monumento Arqueologico de Cutimbo;0;0;0;0;0;62
Nacionales;Puno;Sitio Arqueologico de Sillustani;0;0;0;0;0;1,394
Extranjeros;Puno;Sitio Arqueologico de Sillustani;0;0;0;0;0;1,236
Nacionales Y Extranjeros;Puno;Sitio Arqueologico de Sillustani;0;0;0;0;0;2,630
Nacionales;Puno;Sitio Arqueologico de Sillustani;0;0;0;0;0;1,301
Extranjeros;Puno;Sitio Arqueologico de Sillustani;0;0;0;0;0;5,425
Nacionales Y Extranjeros;Puno;Sitio Arqueologico de Sillustani;0;0;0;0;0;6,726
Nacionales;Puno;Sitio Arqueologico de Sillustani;0;0;0;0;0;414
Extranjeros;Puno;Sitio Arqueologico de Sillustani;0;0;0;0;0;7,700
Nacionales Y Extranjeros;Puno;Sitio Arqueologico de Sillustani;0;0;0;0;0;8,114
Nacionales;Puno;Sitio Arqueologico de Sillustani;0;0;0;0;0;1,462
Extranjeros;Puno;Sitio Arqueologico de Sillustani;0;0;0;0;0;4,373
Nacionales Y Extranjeros;Puno;Sitio Arqueologico de Sillustani;0;0;0;0;0;5,835
Nacionales;Puno;Sitio Arqueologico de Sillustani;0;0;0;0;0;1,873
Extranjeros;Puno;Sitio Arqueologico de Sillustani;0;0;0;0;0;6,777
Nacionales Y Extranjeros;Puno;Sitio Arqueologico de Sillustani;0;0;0;0;0;8,650
Nacionales;Puno;Sitio Arqueologico de Sillustani;0;0;0;0;0;1,831
Extranjeros;Puno;Sitio Arqueologico de Sillustani;0;0;0;0;0;6,560
Nacionales Y Extranjeros;Puno;Sitio Arqueologico de Sillustani;0;0;0;0;0;8,391
Nacionales;Puno;Sitio Arqueologico de Sillustani;0;0;0;0;0;4,364
Extranjeros;Puno;Sitio Arqueologico de Sillustani;0;0;0;0;0;6,047
Nacionales Y Extranjeros;Puno;Sitio Arqueologico de Sillustani;0;0;0;0;0;10,411
Nacionales;Puno;Sitio Arqueologico de Sillustani;0;0;0;0;0;3,718
Extranjeros;Puno;Sitio Arqueologico de Sillustani;0;0;0;0;0;7,570
Nacionales Y Extranjeros;Puno;Sitio Arqueologico de Sillustani;0;0;0;0;0;11,288
Nacionales;Puno;Sitio Arqueologico de Sillustani;0;0;0;0;0;4,256
Extranjeros;Puno;Sitio Arqueologico de Sillustani;0;0;0;0;0;4,712
Nacionales Y Extranjeros;Puno;Sitio Arqueologico de Sillustani;0;0;0;0;0;8,968
Nacionales;Puno;Sitio Arqueologico de Sillustani;0;0;0;0;0;4,478
Extranjeros;Puno;Sitio Arqueologico de Sillustani;0;0;0;0;0;4,248
Nacionales Y Extranjeros;Puno;Sitio Arqueologico de Sillustani;0;0;0;0;0;8,726
Nacionales;Puno;Sitio Arqueologico de Sillustani;0;0;0;0;0;4,981
Extranjeros;Puno;Sitio Arqueologico de Sillustani;0;0;0;0;0;4,508
Nacionales Y Extranjeros;Puno;Sitio Arqueologico de Sillustani;0;0;0;0;0;9,489
Nacionales;Puno;Sitio Arqueologico de Sillustani;0;0;0;0;0;2,405
Extranjeros;Puno;Sitio Arqueologico de Sillustani;0;0;0;0;0;1,752
Nacionales Y Extranjeros;Puno;Sitio Arqueologico de Sillustani;0;0;0;0;0;4,157
Nacionales;Amazonas;Zona Arqueologica Monumental Kuelap;0;0;0;107;246;5,533
Extranjeros;Amazonas;Zona Arqueologica Monumental Kuelap;0;0;0;0;128;1,037
Nacionales Y Extranjeros;Amazonas;Zona Arqueologica Monumental Kuelap;0;0;0;107;374;6,570
Nacionales;Amazonas;Zona Arqueologica Monumental Kuelap;0;0;0;65;127;3,517
Extranjeros;Amazonas;Zona Arqueologica Monumental Kuelap;0;0;0;0;93;1,054
Nacionales Y Extranjeros;Amazonas;Zona Arqueologica Monumental Kuelap;0;0;0;65;220;4,571
Nacionales;Amazonas;Zona Arqueologica Monumental Kuelap;0;0;0;70;120;3,546
Extranjeros;Amazonas;Zona Arqueologica Monumental Kuelap;0;0;0;0;41;562
Nacionales Y Extranjeros;Amazonas;Zona Arqueologica Monumental Kuelap;0;0;0;70;161;4,108
Nacionales;Amazonas;Zona Arqueologica Monumental Kuelap;0;0;0;68;145;4,918
Extranjeros;Amazonas;Zona Arqueologica Monumental Kuelap;0;0;0;0;102;1,080
Nacionales Y Extranjeros;Amazonas;Zona Arqueologica Monumental Kuelap;0;0;0;68;247;5,998
Nacionales;Amazonas;Zona Arqueologica Monumental Kuelap;0;0;0;81;259;3,927
Extranjeros;Amazonas;Zona Arqueologica Monumental Kuelap;0;0;0;0;139;1,269
Nacionales Y Extranjeros;Amazonas;Zona Arqueologica Monumental Kuelap;0;0;0;81;398;5,196
Nacionales;Amazonas;Zona Arqueologica Monumental Kuelap;0;0;0;68;366;5,765
Extranjeros;Amazonas;Zona Arqueologica Monumental Kuelap;0;0;0;0;162;1,260
Nacionales Y Extranjeros;Amazonas;Zona Arqueologica Monumental Kuelap;0;0;0;68;528;7,025
Nacionales;Amazonas;Zona Arqueologica Monumental Kuelap;0;0;0;228;568;12,364
Extranjeros;Amazonas;Zona Arqueologica Monumental Kuelap;0;0;0;0;309;3,474
Nacionales Y Extranjeros;Amazonas;Zona Arqueologica Monumental Kuelap;0;0;0;228;877;15,838
Nacionales;Amazonas;Zona Arqueologica Monumental Kuelap;0;0;0;224;685;12,062
Extranjeros;Amazonas;Zona Arqueologica Monumental Kuelap;0;0;0;0;219;2,141
Nacionales Y Extranjeros;Amazonas;Zona Arqueologica Monumental Kuelap;0;0;0;224;904;14,203
Nacionales;Amazonas;Zona Arqueologica Monumental Kuelap;0;0;0;183;865;6,621
Extranjeros;Amazonas;Zona Arqueologica Monumental Kuelap;0;0;0;0;230;1,686
Nacionales Y Extranjeros;Amazonas;Zona Arqueologica Monumental Kuelap;0;0;0;183;1,095;8,307
Nacionales;Amazonas;Zona Arqueologica Monumental Kuelap;0;0;0;107;896;7,984
Extranjeros;Amazonas;Zona Arqueologica Monumental Kuelap;0;0;0;0;148;1,163
Nacionales Y Extranjeros;Amazonas;Zona Arqueologica Monumental Kuelap;0;0;0;107;1,044;9,147
Nacionales;Amazonas;Zona Arqueologica Monumental Kuelap;0;0;0;117;424;7,540
Extranjeros;Amazonas;Zona Arqueologica Monumental Kuelap;0;0;0;0;194;1,404
Nacionales Y Extranjeros;Amazonas;Zona Arqueologica Monumental Kuelap;0;0;0;117;618;8,944
Nacionales;Amazonas;Zona Arqueologica Monumental Kuelap;0;0;0;79;445;7,407
Extranjeros;Amazonas;Zona Arqueologica Monumental Kuelap;0;0;0;0;132;1,181
Nacionales Y Extranjeros;Amazonas;Zona Arqueologica Monumental Kuelap;0;0;0;79;577;8,588
Nacionales;Ancash;Zona Arqueologica Monumental Chavin de Huantar;0;0;0;0;172;4,537
Extranjeros;Ancash;Zona Arqueologica Monumental Chavin de Huantar;0;0;0;0;0;416
Nacionales Y Extranjeros;Ancash;Zona Arqueologica Monumental Chavin de Huantar;0;0;0;0;172;4,953
Nacionales;Ancash;Zona Arqueologica Monumental Chavin de Huantar;0;0;0;0;0;3,210
Extranjeros;Ancash;Zona Arqueologica Monumental Chavin de Huantar;0;0;0;0;0;511
Nacionales Y Extranjeros;Ancash;Zona Arqueologica Monumental Chavin de Huantar;0;0;0;0;0;3,721
Nacionales;Ancash;Zona Arqueologica Monumental Chavin de Huantar;0;0;0;0;0;1,539
Extranjeros;Ancash;Zona Arqueologica Monumental Chavin de Huantar;0;0;0;0;0;322
Nacionales Y Extranjeros;Ancash;Zona Arqueologica Monumental Chavin de Huantar;0;0;0;0;0;1,861
Nacionales;Ancash;Zona Arqueologica Monumental Chavin de Huantar;0;0;0;0;268;4,638
Extranjeros;Ancash;Zona Arqueologica Monumental Chavin de Huantar;0;0;0;0;0;347
Nacionales Y Extranjeros;Ancash;Zona Arqueologica Monumental Chavin de Huantar;0;0;0;0;268;4,985
Nacionales;Ancash;Zona Arqueologica Monumental Chavin de Huantar;0;0;0;0;187;2,637
Extranjeros;Ancash;Zona Arqueologica Monumental Chavin de Huantar;0;0;0;0;0;607
Nacionales Y Extranjeros;Ancash;Zona Arqueologica Monumental Chavin de Huantar;0;0;0;0;187;3,244
Nacionales;Ancash;Zona Arqueologica Monumental Chavin de Huantar;0;0;0;0;0;4,408
Extranjeros;Ancash;Zona Arqueologica Monumental Chavin de Huantar;0;0;0;0;0;706
Nacionales Y Extranjeros;Ancash;Zona Arqueologica Monumental Chavin de Huantar;0;0;0;0;0;5,114
Nacionales;Ancash;Zona Arqueologica Monumental Chavin de Huantar;0;0;0;0;0;13,898
Extranjeros;Ancash;Zona Arqueologica Monumental Chavin de Huantar;0;0;0;0;0;861
Nacionales Y Extranjeros;Ancash;Zona Arqueologica Monumental Chavin de Huantar;0;0;0;0;0;14,759
Nacionales;Ancash;Zona Arqueologica Monumental Chavin de Huantar;0;0;0;0;0;9,051
Extranjeros;Ancash;Zona Arqueologica Monumental Chavin de Huantar;0;0;0;0;0;677
Nacionales Y Extranjeros;Ancash;Zona Arqueologica Monumental Chavin de Huantar;0;0;0;0;0;9,728
Nacionales;Ancash;Zona Arqueologica Monumental Chavin de Huantar;0;0;0;0;0;4,751
Extranjeros;Ancash;Zona Arqueologica Monumental Chavin de Huantar;0;0;0;0;0;645
Nacionales Y Extranjeros;Ancash;Zona Arqueologica Monumental Chavin de Huantar;0;0;0;0;0;5,396
Nacionales;Ancash;Zona Arqueologica Monumental Chavin de Huantar;0;0;0;0;0;6,166
Extranjeros;Ancash;Zona Arqueologica Monumental Chavin de Huantar;0;0;0;0;0;588
Nacionales Y Extranjeros;Ancash;Zona Arqueologica Monumental Chavin de Huantar;0;0;0;0;0;6,754
Nacionales;Ancash;Zona Arqueologica Monumental Chavin de Huantar;0;0;0;0;0;5,110
