fecha,hora,latitud,longitud,profundidad,magnitud,intensidad,referencia,reporte_acelerometrico_pdf
,,-10.48,-74.91,134,4.4,,"22 km al S-SE de Puerto Bermudez, Oxapampa -  Pasco",
,,-11.91,-77.02,84,3.7,II Lima,"14 km al N de Lima, Lima - Lima",
,,-14.66,-71.6,16,3.5,"II Huayhuahuasi, Coporaque","8 km al Oeste de Huayhuahuasi, Espinar - Cusco",
,,-5.61,-77,128,4.7,II Nueva Cajamarca,"47 km al N de Moyobamba, Moyobamba - San Martin",
,,-8.93,-80.01,34,4,,"140 km al Sur-Oeste de Salaverry, Trujillo-La Libertad",
,,-10.87,-78.49,31,4,,"81 km al Oeste de Barranca, Barranca-Lima",
,,-12.67,-75.17,97,4,,"26 km al Oeste-NO de Huancavelica, Huancavelica - Huancavelica",
,,-9.34,-79.3,27,4.1,II Chimbote,"83 km al Oeste-SO de Chimbote, Santa - Ancash",
,,-17.95,-70.03,116,4,,"24 km al Este-NE  de Tacna, Tacna - Tacna",
,,-4.47,-77.71,37,4.1,,"22 km al Nor-Este de Sta. Maria de Nieva, Condorcanqui-Amazonas",
,,-11.67,-76.32,16,3.4,II San Mateo,"09 km al Norte-NO de San Mateo, Huarochirí - Lima",
,,-14.55,-76.53,22,4.2,,"100 km al Sur-SO de Pisco, Pisco - Ica",
,,-14.59,-76.58,10,4.7,III Pisco,"106 km al Sur-SO de Pisco, Pisco - Ica",
,,-14.76,-72,104,4.3,,"36 km al Sur-SE de Santo Tomas, Chumbivilcas - Cusco",
,,-14.52,-76.52,21,4.3,II Pisco,"97 km al Sur-SO de Pisco, Pisco - Ica",
,,-9.56,-79.13,44,3.8,II Chimbote,"80 km al SO de Chimbote, Santa - Ancash",
,,-9.54,-74.73,18,5.3,V  Puerto Inca,"31 km al Sur-Este de Puerto Inca, Puerto Inca - Huánuco",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190050_20190124_155559.pdf
,,-14.67,-71.58,18,4,III Huayhuahuasi,"6 km al Oeste de Huayhuahuasi, Espinar - Cusco",
,,-14.73,-75.7,56,6,V Palpa,"60 km al Oeste-SO de Palpa, Palpa- Ica",
,,-9.28,-78.96,61,4.2,III Chimbote,48 km al Oeste-SO de Chimbote,
,,-14.69,-75.64,45,4.5,III Palpa,"53 km al Oeste-SO de Palpa, Palpa - Ica",
,,-15.23,-71.7,169,4.7,,"42 km al Norte-NE de Madrigal, Caylloma, Arequipa",
,,-9.53,-74.74,20,4,II-III Puerto Inca,"30 km al Sur-Este de Puerto Inca, Puerto Inca - Huánuco",
,,-14.68,-71.58,10,4,III-IV Huayhuahuasi,"5 km al Oeste de Huayhuahuasi, Espinar - Cusco",
,,-15.5,-73.12,107,4.2,,"39 km al Nor-Este de Caravelí, Caravelí-Arequipa",
,,-7.81,-74.59,168,4.2,,62 km al Norte de Pucallpa-Ucayali,
,,-15.61,-72.62,125,5.4,III-IV Viraco,"11 km al Oeste de Viraco, Castilla - Arequipa",
,,-10.87,-78.47,40,4,,"79 km al Oeste de Barranca, Barranca-Lima",
,,-2.48,-77.48,19,4.3,,"129 km al Oeste-NO de Pastaza, Alto Amazonas-Loreto",
,,-9.73,-75.73,22,3.9,II Huánuco,"31 km al Nor-Este de Panao, Pachitea-Huánuco",
,,-9.05,-79.16,60,4.1,II Chimbote,"62 km al Oeste de Chimbote, Santa - Ancash",
,,-2.76,-78.8,146,4.8,,"183 km al Este-NE de Zarumilla, Zarumilla - Tumbes",
,,-14.67,-71.6,8,3.4,II Huayhuahuasi,"7 km al Oeste de Huayhuahuasi, Espinar - Cusco",
,,-15.06,-74.62,34,4.5,III-IV Nazca,"43 km al Sur-Este de Nazca, Nazca - Ica",
,,-16.05,-74.42,26,4.3,II Chala,"30 km al SO de Chala, Caravelí - Arequipa",
,,-7.94,-80.28,32,4,,"103 km al Oeste-SO de San Pedro de Lloc, Pacasmayo - La Libertad",
,,-2.47,-79.9,43,5.7,III-IV Zarumilla,"122 km al Norte-NE de Zarumilla, Zarumilla-Tumbes",
,,-17.09,-71.09,15,4.1,"III  Torata, Moquegua; II Ilo","20 km al O-NO de Moquegua, Mariscal Nieto - Moquegua",
,,-2.92,-78.67,31,5,"II Zarumilla, Tumbes","189 km al E-NE de Zarumilla, Zarumilla - Tumbes",
,,-17.42,-72.58,16,3.9,II Mollendo,"75 km al SO de Mollendo, Islay - Arequipa",
,,-10.77,-74.7,33,4.2,,"54 km al N de Satipo, Satipo - Junin",
,,-17.73,-69.9,169,4,,"32 km al Sur-SE de Tarata, Tarata - Tacna",
,,-7.85,-74.52,144,4.1,,"58 km al Norte de Pucallpa, Coronel Portillo-Ucayali",
,,-10.76,-78.61,46,4.8,"III-IV Huarmey, Barranca, Puerto Supe","92 km al SO de Huarmey, Huarmey - Ancash",
,,-7.19,-80.97,46,4.5,,"121 km al O-SO de Pimentel, Chiclayo - Lambayeque",
,,-9.39,-79.23,42,4,,"79 al O-SO de Chimbote, Santa - Ancash",
,,-15.03,-70.82,203,3.9,,"19 km al Nor-Este de Ocuviri, Lampa - Puno",
,,-14.36,-76,25,4.6,"III-IV Ica, La Tinguiña; III Pisco, Palpa, Tibillo, Chincha; II Nazca, San Vicente de Cañete, Mala","44 km al Sur-Oeste de Ica, Ica - Ica",
,,-15.67,-71.81,12,3.4,II Maca,"4 km al S-SE Pinchollo, Caylloma - Arequipa",
,,-14.26,-75.86,26,3.5,II Ica,"25 km al SO de Ica, Ica - Ica",
,,-11.92,-75.73,114,4.2,,"30 km al Oeste-SO de Jauja, Jauja - Junin",
,,-7.55,-75.83,43,4,,"93 km al Oeste-SO de Contamana, Ucayali - Loreto",
,,-9.24,-79.33,38,3.7,"II Chimbote, Samanco, Huarmey","83 km al SO de Chimbote, Santa - Ancash",
,,-11.57,-75.56,9,4.6,"IV Tarma, Jauja, La Oroya","22 km al SE de Tarma, Tarma - Junin",
,,-5.28,-79.11,104,4,,"21 km al Sur-Oeste de San Ignacio, San Ignacio - Cajamarca",
,,-15.2,-72.04,141,4.4,,"42 km al Nor-Este de Chachas, Castilla - Arequipa",
,,-9.89,-75.91,14,3.7,II Panao,"6 km al Este de Panao, Pachitea - Huánuco",
,,-8.66,-74.49,136,4,,"32 km al Sur de Pucallpa, Coronel Portillo - Ucayali",
,,-3.26,-80.5,47,4.5,,35 km al Norte de Tumbes - Tumbes,https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190092_20190214_134249.pdf
,,-12.19,-74.32,28,5.5,"V Campo Armiño, Tayacaja-Huancavelica","40 km al este-NE de Campo Armiño, Tayacaja - Huancavelica",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190093_20190214_143319.pdf
,,-12.14,-74.33,17,4.3,II-III Campo Armiño,"42 km al Este-NE de Campo Armiño, Tayacaja-Huáncavelica",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190094_20190216_231021.pdf
,,-11.24,-74.7,14,3.6,III Satipo,"07 km al Oeste-NO de Satipo, Satipo-Junín",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190095_20190217_050110.pdf
,,-8.49,-76.13,17,3.7,II Uchiza,"39 km al Este de Uchiza, Tocache - San Martin",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190096_20190217_173058.pdf
,,-8.59,-76.22,22,4,II Uchiza,"31 km al Este-SE de Uchiza, Tocache - San Martin",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190097_20190217_221037.pdf
,,-17.63,-71.46,43,4,,"13 km al Oeste de Ilo, Ilo - Moquegua",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190098_20190218_224832.pdf
,,-15.43,-73.19,123,4.1,,"15 km al SE de Colta, Paucar del Sara Sara - Ayacucho",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190099_20190219_043712.pdf
,,-11.09,-75.65,126,4.5,II La Merced,"38 km al Oeste de la Merced,  Chanchamayo - Junin",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190100_20190219_061143.pdf
,,-14.83,-75.97,55,5.1,"III-IV Ica, Palpa","89 km al Sur-SO de Ica, Ica - Ica",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190101_20190219_083214.pdf
,,-16.2,-73.29,82,4,,"34 km al Nor-Oeste de Ocoña, Camaná - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190102_20190220_132613.pdf
,,-10.57,-75.47,128,4.3,,"8 km al Oeste de Oxapampa, Oxapampa - Pasco",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190103_20190221_055836.pdf
,,-8.43,-74.33,152,4.4,,"23 km al Este-SE de Pucallpa, Coronel Portillo - Ucayali",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190104_20190221_070615.pdf
,,-15.67,-71.85,13,3.6,II Pinchollo,"04 km al Sur-Oeste de Pinchollo, Caylloma - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190105_20190221_145422.pdf
,,-15.43,-73.15,107,5.1,II-III Pausa,"27 km al Sur-Este de Pausa, Paucar Del Sara Sara - Ayacucho",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190106_20190221_221734.pdf
,,-2.25,-77.19,139,7.7,V Pastaza,"114 km al Nor-Oeste de Pastaza,  Alto Amazonas - Loreto",
,,-2.42,-79.87,96,5.7,III Zarumilla,"128 km al Norte-NE de Zarumilla, Zarumilla - Tumbes",
,,-8.42,-75.17,134,4.6,,"2 km al Nor-Oeste de Curimana, Padre Abad - Ucayali",
,,-15.67,-71.87,14,3.5,II Pinchollo,"6 km al Oeste-SO de Pinchollo, Caylloma - Arequipa",
,,-9.85,-78.83,35,4,II Casma,71 km al Sur-Oeste de Casma,https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190111_20190223_014658.pdf
,,-9.34,-75.34,139,4.1,,"38 km al S-SE de Aguaytía, Padre Abad - Ucayali",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190112_20190224_001835.pdf
,,-16.1,-73.91,39,3.9,II Atico,"33 km al Oeste-NO de Atico, Caraveli - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190113_20190224_101021.pdf
,,-15.71,-71.85,15,3.7,II-III Pinchollo,"8 km al Sur-SO de Pinchollo, Caylloma - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190114_20190226_070454.pdf
,,-8.01,-73.66,153,4.3,,"104 km al Este-NE de Pucallpa, Coronel Portillo - Ucayali",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190115_20190226_090538.pdf
,,-13.98,-76.09,44,3.9,II Pisco,32 km al Sur-SE de Pisco,https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190116_20190226_181215.pdf
,,-15.68,-71.88,10,3.4,II Pinchollo,"8 km al Oeste-SO de Pinchollo, Caylloma-Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190117_20190227_094832.pdf
,,-12.7,-74.17,17,3.7,II-III Churcampa,"25 km al Este de Churcampa, Churcampa-Huancavelica",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190118_20190227_122426.pdf
,,-13.56,-70.68,16,3.7,II San Gabán,"26 km al SO de San Gabán, Carabaya - Puno",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190119_20190228_072817.pdf
,,-10.67,-74.95,143,4.2,,"42 Km al S de Puerto bermudez, Oxapampa - Pasco",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190120_20190228_122331.pdf
,,-17.68,-69.84,164,4.6,,"31 km al SE de Tarata, Tarata - Tacna",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190121_20190228_204322.pdf
,,-14.95,-70.03,265,7,V Sandía.,"17 km al Este-SE de Azángaro, Azángaro - Puno",
,,-9.19,-79.18,22,3.7,II Chimbote,"66 km al O - SO de Chimbote, Santa - Ancash",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190123_20190302_155909.pdf
,,-7.35,-74.97,137,4.1,,"4 km al Este de  Contamana, Ucayali - Loreto",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190124_20190303_024258.pdf
,,-14.56,-73.47,10,4.2,III-IV Pampamarca,"9 km al Este de Pampamarca, Parinacochas - Ayacucho",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190125_20190303_071240.pdf
,,-8.53,-74.42,159,4.6,,"22 Km al SE de Pucallpa, Coronel Portillo, Ucayali",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190126_20190303_081238.pdf
,,-8.95,-79.12,53,3.8,II Chimbote,"59 km al O-NO de Chimbote, Santa - Ancash",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190127_20190304_084052.pdf
,,-13.66,-76.72,32,4.8,II-III Pisco,"57 km al Oeste de Pisco, Pisco - Ica",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190128_20190304_110301.pdf
,,-9.94,-75.71,13,4.7,"II-III Pozuzo, Panao","28 Km al Este de Panao, Pachitea - Huánuco",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190129_20190305_225323.pdf
,,-9.62,-74.9,22,4.1,,"28 km al Sur-SE de Puerto Inca, Puerto Inca-Huánuco",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190130_20190306_150542.pdf
,,-6.46,-79.63,18,5.2,III – IV Ferreñafe,"27 Km al Nor-Este de Ferreñafe, Ferreñafe - Lambayeque",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190131_20190307_040505.pdf
,,-18.9,-69.9,132,5,III Tacna,"106 km al Sur-SE de Tacna, Tacna - Tacna",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190132_20190307_055036.pdf
,,-9.69,-78.99,40,3.7,II Casma,"80 km al Oeste-SO de Casma, Casma - Áncash",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190133_20190307_192947.pdf
,,-6.46,-76.06,127,4,,"36 km al Este-NE de Tarapoto, San Martín - San Martín",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190134_20190307_193217.pdf
,,-11.5,-77.87,49,4.1,II Huacho,"52 km al Sur-SO de Huacho, Huaura-Lima",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190135_20190309_111300.pdf
,,-15.16,-72.34,144,4.3,,"36 km al Norte de Andagua, Castilla - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190136_20190310_034125.pdf
,,-15.29,-75.61,32,4,II Marcona,"48 km al Oeste de Marcona, Nazca - Ica",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190137_20190311_065612.pdf
,,-14.9,-72.58,124,4.5,,"48 km al Nor-este de Cotahuasi, La Unión - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190138_20190312_125108.pdf
,,-14.49,-72.42,91,4.3,,"36 km al Oeste de Santo Tomas, Chumbivilcas - Cusco",
,,-5.47,-80.18,55,4.3,II Chulucanas,"43 km al Sur de Chulucanas, Morropon-Piura",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190140_20190313_111659.pdf
,,-16.83,-71.81,43,3.8,II Mollendo,"31 km al Nor - Este de Mollendo, Islay - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190141_20190313_180325.pdf
,,-5.56,-76.44,47,4.1,,"52 km al Nor-Oeste de Yurimaguas, Alto Amazonas - Loreto",
,,-12.6,-74.95,21,4,II Conayca,"12 km al Sur-Este de Conayca, Huancavelica-Huancavelica",
,,-12.62,-76.95,31,3.7,II Chilca,"26 km al Oeste-SO de Chilca, Cañete - Lima",
,,-18.26,-66.29,399,6.3,"II-III Tarata, Tacna, Ilo",270 km al SE de La Paz - Bolivia,https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190145_20190315_050348.pdf
,,-12.08,-77.64,35,4,II-lll Callao,"55 Km al Oeste de Callao, Callao - Lima",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190147_20190316_134317.pdf
,,-7.65,-76.32,144,4.2,,"63 km al N-NE de Tocache Nuevo, Tocache - San Martin",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190147_20190318_080547.pdf
,,-3.79,-81.35,19,4.3,,"49 km al NO de Mancora, Talara - Piura",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190148_20190318_085521.pdf
,,-15.68,-72.74,16,3.6,II Pampacolca,"19 km al Oeste de Pampacolca, Castilla - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190149_20190318_175842.pdf
,,-15.45,-70.58,226,4.6,,"25 km al Norte de Santa Lucía, Lampa - Puno",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190150_20190320_054140.pdf
,,-2.89,-77.36,30,5.3,II-III Pastaza,"107 km al Oeste de Pastaza, Alto Amazonas - Loreto",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190151_20190320_162320.pdf
,,-15.42,-74.27,96,4.7,III Acarí,"37 km al Este de Acarí, Caravelí-Arequipa",
,,-8.71,-76.36,14,4,,"29 km Sur-SE de Uchiza, Tocache-San Martín",
,,-12.81,-74.97,108,4.7,,"2 km al Sur de Huancavelica, Huancavelica - Huancavelica",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190154_20190321_191420.pdf
,,-12.78,-76.89,43,4.9,III Mala,"32 km al Oeste-SO de Mala, Cañete - Lima",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190155_20190322_125028.pdf
,,-5.49,-79.58,98,4,,"32 km al Sur-SO de Huancabamba, Huancabamba - Piura",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190156_20190324_095521.pdf
,,-12.6,-76.81,54,3.7,II Chilca,"13 km al Sur-Oeste de Chilca, Cañete-Lima",
,,-2.43,-76.85,165,4.5,,"72 km al Nor-Oeste Pastaza, Alto Amazonas - Loreto",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190158_20190325_140325.pdf
,,-10.24,-74.95,125,4.1,,"6 km al Norte de Puerto Bermudez, Oxapampa - Pasco",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190159_20190326_071340.pdf
,,-18.55,-69.55,142,4.8,"III Tacna; II Moquegua, Arequipa","96 km al SE de Tacna, Tacna - Tacna",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190160_20190327_035709.pdf
,,-12.64,-76.82,52,3.6,II Lima,"17 km al S-SO de Chilca, Cañete - Lima",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190161_20190327_063418.pdf
,,-16.01,-74.49,24,4.5,II-III Chala,"32 Km al Oeste-SO de Chala, Caravelí - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190162_20190327_175147.pdf
,,-14.05,-76.65,28,4.2,,"62 km al Sur-Oeste de Pisco, Pisco - Ica",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190163_20190328_005936.pdf
,,-3.11,-77.31,137,4.7,,104 km al Oeste-SO de Pastaza,https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190164_20190328_153959.pdf
,,-14.11,-76.76,23,4,,74 km al Sur-Oeste de Pisco - Ica,https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190165_20190328_163810.pdf
,,-15.85,-74.6,34,4.3,II Yauca,"23 km al Sur-SO de Yauca, Caravelí - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190166_20190330_035300.pdf
,,-16.26,-73.41,71,4,,"23 km al Este-SE de Atico, Caravelí - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190167_20190330_075348.pdf
,,-9.53,-75.88,135,4,,"30 km al Sur-SE de Tingo María, Leoncio Prado - Huánuco",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190168_20190330_084433.pdf
,,-10.06,-79.69,24,5.7,"IV Samanco, Chimbote, Huarmey, Casma; II-III Trujillo, Huaraz; II Lima, Callao, Huacho, Huanuco","159 km al SO de Samanco, Santa - Ancash",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190169_20190331_152752.pdf
,,-16.05,-74.52,38,4.6,"II-III Yauca, Chala, Lomas","44 km al Sur de Yauca, Caravelí - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190170_20190401_203507.pdf
,,-17.8,-69.67,179,4.2,,"53 km al SE de Tarata, Tarata - Tacna",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190170_20190402_033640.pdf
,,-2.85,-77.32,144,4.3,,"102 km al Oeste de Pastaza, Alto Amazonas - Loreto",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190172_20190402_091415.pdf
,,-15.83,-71.91,13,3.7,II-III Pinchollo,"23 km al Sur-SO de Pinchollo, Caylloma-Arequipa",
,,-2.28,-77.75,124,4.2,,"165 km al Oeste-NO de Pastaza, Alto Amazonas-Loreto",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190174_20190403_132145.pdf
,,-16.41,-71.73,130,4.3,,"19 km al Sur-SO de Yura, Arequipa - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190175_20190403_212725.pdf
,,-12.62,-76.96,34,3.6,II Chilca,"27 km al Oeste-SO de Chilca, Cañete - Lima",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190176_20190405_034158.pdf
,,-8.82,-78.97,67,3.7,II Chimbote,"50 km al Oeste-NO de Chimbote, Santa - Ancash",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190177_20190405_055441.pdf
,,-2.66,-77.33,151,4.1,,"106 km al Oeste-NO de Pastaza,  Alto Amazonas - Loreto",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190178_20190405_070641.pdf
,,-13.56,-77.13,13,4.6,II San Vicente de Cañete,"98 km al Oeste-SO de San Vicente de Cañete, Cañete - Lima",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190179_20190405_094504.pdf
,,-18.43,-71.15,26,4.7,II-III Ilo,90 km al Sur-SE de Ilo - Moquegua,https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190180_20190405_165842.pdf
,,-15.94,-72.77,103,4.6,II Chuquibamba,"17 km al Sur-Oste de Chuquibamba, Condesuyos-Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190181_20190407_011501.pdf
,,-11.27,-79.65,28,4.3,,"211 km al SO de Huarmey, Huarmey - Ancash",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190183_20190407_171338.pdf
,,-9.91,-78.82,54,4.2,"II Huarmey, Casma","75 km al Oeste NO Huarmey, Huarmey - Ancash",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190183_20190407_232541.pdf
,,-11.7,-77.72,36,3.7,II Ancón,"60 km al Oeste de Ancón, Lima - Lima",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190184_20190408_032148.pdf
,,-15.69,-74.12,82,4,,"22 km al NE de Chala,  Caraveli - Arequipa",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190185_20190410_031926.pdf
,,-14.56,-75.55,55,4.2,"II Palpa, Ica, Nazca","40 km al Oeste de Palpa, Palpa - Ica",https://www.igp.gob.pe/servicios/api-acelerometrica/ran/file/20190186_20190410_060518.pdf
